UnitID,Name,Color,Cost,Rarity,Type,Tribe,Min_HP,Min_ATK,Min_REC,Max_HP,Max_ATK,Max_REC,MaxLvl,Skill Name,Skill Description,CSkill Name,CSkill Description,Ability 1 Name,Ability 1 Description,Ability 2 Name,Ability 2 Description,Ability 3 Name,Ability 3 Description,Ability 4 Name,Ability 4 Description,Ability 1 Unlock,Ability 2 Unlock,Ability 3 Unlock,Ability 4 Unlock
1568, Chizuru Kagura , Green ,35,5, Technical Type , Human None ,2342,1655,1126,4683,3310,2252,80, Hidden 85th Life: Zero Move Key ,"Convert to 1 each: Magnet (Green/Heart), SCP (XL) + Join normal attacks, low chance of Green Bombs (L) 1 trn.", 100th Life: Heavenly Reasoning , Massive damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1569, Protector Chizuru Kagura , Green ,50,6, Technical Type , Human None ,3746,2648,1802,6408,4530,3082,99, Hidden 1st Life: 3-Flute Stance ,"Convert to 1 each: Magnet (Green/Heart), SCP (XL) + Join normal attacks, low chance of Green Bombs (L) 1 trn.", 108th Life: Trembling Gem Chime , Ultra damage to 1 enemy. , Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.",  ,  ,  ,  ,  ,  ,1,  ,  , 
1570, King , Yellow ,30,5, Balanced Type , Human None ,2274,1834,1099,4548,3667,2198,80, Illusion Dance ,"1 Magnet (Yellow/Heart) + Disable Counter + Red, Green, Yellow unit REC boost (absorb Blue), Heart rate boost 1 trn.", Venom Strike , High damage to 1 unit. Massive effect on Mech units + High damage to 1 unit. Massive effect on Hero units. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1571, Iori Yagami , Red ,35,5, Offense Type , Human None ,2239,2144,731,4478,4287,1461,80, Reverse 108 Style: 8 Drinks ,"Up to 15 panels to CP + 5 turns lower own REC by 1,998 to boost ATK/DEF by 1,998, 2 extra taps.", 108 Style: Expelling Darkness , High damage to 1 enemy. Massive effect on Humans. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1572, Unbridled Instinct Iori , Red ,50,6, Offense Type , Human None ,3582,3430,1169,6127,5866,1999,99,"Banned 1,211th Style: 8 Girls","Up to 15 panels to CP + 5 turns lower own REC by 1,998 to boost ATK/DEF by 1,998, 2 extra taps.", 100 Style: Demonburner , Massive damage to 1 enemy. Ultra effect on Humans. , Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.", Two-Tribe CP Spawn Boost ,"When there is a Human or Deity unit enemy, get easier CP spawning (massive effect).",  ,  ,  ,  ,1,15,  , 
1573, Cruel Laugh Vice , Green ,30,5, Stamina Type , Orochi None ,3122,1552,1024,6243,3104,2048,80, Negative Gain ,"Up to 4 Red, Green, Blue Panels each to Yellow + 1 turn, add tap to Red, Green, Yellow units, easy CP spawn (mass. effect).", Outrage , Massive damage to 1 enemy based on own max HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1574, Mature , Yellow ,30,5, Technical Type , Orochi None ,2100,1853,1596,4200,3706,3191,80, Nocturnal Lights ,"Up to 1 Red, Green, Blue Panel each to Heart Bombs (L) + 3 turns recover HP, lower Blue, Heart rate.", Death Row , Damage to 1 enemy 3 times. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1575, Kim Kaphwan , Blue ,30,5, Offense Type , Human Hero ,2073,1812,751,4145,3623,1501,80, Phoenix Kick ,"Convert center area to Red, Blue Bombs + Extra tap to self 1 turn.", Half-Moon Slash , High damage to 1 enemy + Boost Fever Gauge. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1576, Crown Jewel of Taekwondo Kim , Blue ,45,6, Offense Type , Human Hero ,3316,2899,1201,5527,4831,2002,99, Heavenly Phoenix Dance Kick ,"Convert center area to Red, Blue Bombs + 1 turn ATK high boost to self, extra tap.", Soaring Kick , Massive damage to 1 enemy + Boost Fever Gauge. , Protect Break ,"When in front, ignores Protect and can destroy panels.", Panel Breaker (30) ATK Boost ,"When this unit or an ally breaks over 30 panels in 1 turn, Human and Hero units get a 600 ATK boost.",  ,  ,  ,  ,1,50,  , 
1577, Choi Bounge , Yellow ,30,5, Offense Type , Human None ,2016,2162,556,4031,4323,1112,80, True Ultimate Whirlwind Vacuum ,"Cure Virus + 2 turns Red, Yellow, Blue unit ATK boost (absorb Green Panels) , extra tap.", Whirlwind Gale Slice , Massive damage to 1 enemy + Massive damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1578, Chang Koehan , Red ,30,5, Stamina Type , Human None ,3905,1465,444,7810,2929,888,80, Wrecking Ball Massacre , Convert 1 panel to SCP (XL). , Wrecking Ball Whirl , Ultra damage to 1 enemy based on own max HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1579, KOF '95 Kyo Kusanagi , Red ,30,5, Stamina Type , Human Unidentified ,3598,1124,748,7196,2247,1496,80, Reverse 108 Style: Snake Halberd , Convert non-Red Panels to up to 7 Crash Panels (L) and up to 3 Red Bombs (L). , 100 Style: Demonburner , High damage to 1 enemy based on own max HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1580, KOF '95 Old-School Kyo , Red ,45,6, Stamina Type , Human Unidentified ,5757,1797,1197,9595,2995,1995,99, MAX Reverse 108 Snake Halberd , Convert non-Red Panels to up to 9 Crash Panels (L) and up to 5 Red Bombs (L). , 108 Style: Expelling Darkness , Massive damage to 1 enemy based on own max HP. , Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.",  ,  ,  ,  ,  ,  ,1,  ,  , 
1581, Chris , Red ,30,5, Technical Type , Orochi None ,2179,1500,1320,4358,2999,2639,80, Chain Slide Touch ,"Convert up to 14 panels to Red Bombs + Lower Yellow, Blue, Heart rate 1 turn.", Air Hunting , High damage to 1 enemy + High damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1582, Innocent Kaleidoscope Chris , Red ,45,6, Technical Type , Orochi None ,3486,2399,2112,5810,3999,3519,99, Twister Drive ,"Convert up to 14 panels to Red Bombs + Lower Yellow, Blue, Heart rate 1 turn.", Slide Touch , Massive damage to 1 enemy + Ultra damage to all enemies. , Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.", Bomb Breaker 12 HP Boost ,"When this unit or an ally breaks over 12 Bomb Panels in 1 turn, recover 1,200 HP at the end of the turn.",  ,  ,  ,  ,1,50,  , 
1583, Orochi Chris , Red ,45,6, Offense Type , Orochi None ,2905,2760,950,5810,5519,1900,99, Dark Snake Halberd ,"Bombs to CP + Absorb Green, Blue, Damage Panels for 99,999 damage to 1 enemy + Party extra tap 2 turns.", Sunpiercing Flames , Ultra damage to 1 enemy. , Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.", Red Bomb Drop ,"When in front, low chance Blue Panels drop as Red Bombs.",  ,  ,  ,  ,1,50,  , 
1584, Ryuji Yamazaki , Yellow ,20,4, Stamina Type , Orochi None ,2304,1053,477,4608,2106,953,60, Bomb Headbutt , Convert Green Panels to Yellow + Massive counter 1 turn. , Sandsift , Damage to 1 enemy with a high effect on Offense types. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1585, Psychopath Killer Ryuji , Yellow ,30,5, Stamina Type , Orochi None ,3686,1685,762,5925,2707,1225,80, Drill , Convert Green Panels to Yellow + Massive counter 2 turns. , 7 Heads of Judgment , Damage to 1 enemy. Massive effect on Offense types. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1586, Super Evil Fiend Ryuji , Yellow ,45,6, Stamina Type , Orochi None ,4740,2166,980,7899,3610,1633,99, Guillotine ,"Green to Yellow + Junk to Yellow Bombs + Party easy CP spawning (high effect), mass. counter 3 turns.", Snake Charmer , High damage to 1 enemy. Massive effect on Offense types. , Junk Break , Can destroy Junk Panels when in front. , 18-Panel Chain HP Recovery ,"When in front, chain 18 panels in 1 tap to recover 1,998 HP. (once per turn)",  ,  ,  ,  ,1,50,  , 
1587, Athena Asamiya , Green ,30,5, Recovery Type , Human None ,1726,1022,1710,3452,2043,3419,80, Phoenix Fang Arrow , Convert 1 panel to SCP (L) + Convert Yellow Panels to Green + Recover HP 3 turns. , Psycho Sword , Damage to 1 enemy based on own REC. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1588, Psychic-Powered Idol Athena , Green ,45,6, Recovery Type , Human None ,2761,1635,2735,4602,2724,4558,99, Crystal Shot , Convert 1 panel to SCP (L) + Convert Yellow Panels to Green + Recover HP 3 turns. , Psycho Ball Attack , High damage to 1 enemy based on own REC. , Vaccine , Virus ineffective on self. ,  ,  ,  ,  ,  ,  ,1,  ,  , 
1603, Gorgeous Style Gustav , Blue ,45,6, Offense Type , Animal Fantasy ,3107,2350,900,6213,4700,1800,99, Devil Direction ,"Red Panels to Yellow + Blue ATK ultra boost 2 turns + 1 turn Animal, Fantasy, Hero easy CP spawn (mass. effect), no Red Panels.", Blooming Loveseeking Strike , Massive damage to 1 enemy (ultra effect on Humans) , 3 Tribe ATK Boost ,"Boost Animal, Fantasy, Hero unit ATK by 800.",  ,  ,  ,  ,  ,  ,1,  ,  , 
1604, Cajoling Pugilist Pinocchio , Green ,45,6, Offense Type , Mech Fantasy ,3157,2511,1106,6314,5021,2211,99, Master of Puppets ,"Convert Hearts to Green Bombs + 2 turns Mech, Human, Fantasy, Animal unit ATK ultra boost and DEF high boost.", Wired Animosity , Massive damage to 1 enemy (ultra effect on Animals) + Boost Fever Gauge.  , Vaccine , Virus ineffective on self. ,  ,  ,  ,  ,  ,  ,1,  ,  , 
1607, Fahrenheit , Red ,40,5, Stamina Type , Academic Demon ,3553,1652,755,7105,3303,1509,80, Fahrenheit's Blaze , 4 panels to SCP (L) + Laser (X-pattern) + Reduce damage from enemies 30% 2 turns + Chance Hearts drop as Red Panels. , Quicksilver Observer ,"Massive 2-hit combo with Red, Blue damage to 1 enemy based on own max HP.",  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1608, Blazing Legs Fahrenheit , Red ,55,6, Stamina Type , Academic Demon ,5684,2643,1207,9947,4625,2113,99, Fahrenheit's Inferno , 4 panels to SCP (L) + Laser (X-pattern) + Reduce damage from enemies 30% 2 turns + Chance Hearts drop as Red Panels. , Quicksilver Refiner ,"Ultra 2-hit combo with Red, Blue damage to 1 enemy based on own max HP.", Protect Break ,"When in front, ignores Protect and can destroy panels.", CP Break (4) ATK Boost ,"If unit in party breaks over 4 CP in 1 turn, boost all unit ATK by 600.",  ,  ,  ,  ,1,1,  , 
1623, ドルトン , Green ,40,5, Balanced Type , Academic Demon ,2627,1794,875,5253,3587,1750,80, 仮想型ドルトニズム , 緑を各1個緑(CP)・ハート(ハート)ペイントパネルに、黄をCPに変換+3ターン全ユニットのCP生成超大短縮 , ヴィジョン・リーク , 単体に防御力を無視した固定威力超大ダメージ+全体にダメージ ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1624, 贖罪の異色覚 ドルトン , Green ,55,6, Balanced Type , Academic Demon ,4202,2869,1400,7354,5022,2450,99, 強制適用型ドルトニズム , 緑を各1個緑(CP)・ハート(ハート)ペイントパネルに、黄をCPに変換+3ターン全ユニットのCP生成超大短縮 , ブロークンヴィジョン・リーク , 単体に防御力を無視した固定威力超大ダメージ+全体に大ダメージ , Vaccine , Virus ineffective on self. , フィーバー100 タップ回数UP , フィーバーゲージが100％の時、全ユニットのタップ回数を1UP ,  ,  ,  ,  ,1,1,  , 
1631, Tera Attack Fruit , Red ,99,5, Limit Break Mat. , Unidentified None ,1300,1058,427,1300,1058,427,1, Limit Break Material (ATK) , Enhance another unit with this one to limit break ATK by +20. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1632, Tera Vitality Fruit , Green ,99,5, Limit Break Mat. , Unidentified None ,1923,650,455,1923,650,455,1, Limit Break Material (HP) , Enhance another unit with this one to limit break HP by +20. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1633, Tera Healing Fruit , Blue ,99,5, Limit Break Mat. , Unidentified None ,1040,596,942,1040,596,942,1, Limit Break Material (REC) , Enhance another unit with this one to limit break REC by +20. , None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1634, Fire Gorgeous Ducksworth , Red ,99,6, Enhance Mat. , Unidentified None ,25,8,6,25,8,6,1, Enhance Material ,"Get 200,000 EXP by enhancing another unit with this one.", None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1635, Forest Gorgeous Ducksworth , Green ,99,6, Enhance Mat. , Unidentified None ,26,8,7,26,8,7,1, Enhance Material ,"Get 200,000 EXP by enhancing another unit with this one.", None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1636, Aqua Gorgeous Ducksworth , Blue ,99,6, Enhance Mat. , Unidentified None ,25,8,7,25,8,7,1, Enhance Material ,"Get 200,000 EXP by enhancing another unit with this one.", None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1637, Thunder Gorgeous Ducksworth , Yellow ,99,6, Enhance Mat. , Unidentified None ,25,8,7,25,8,7,1, Enhance Material ,"Get 200,000 EXP by enhancing another unit with this one.", None , None ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1638, Gauss , Green ,40,5, Offense Type , Academic Hero ,2423,2073,419,4845,4145,838,80, Memorize 17 , Convert 4 panels to SCP + Immense boost to Green unit Bomb blasts 1 turn + Yellow drops as Green 2 turns. , Gaussian Brain , Massive damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1639, Magnetic Scholar Gauss , Green ,55,6, Offense Type , Academic Hero ,3876,3316,670,6783,5803,1173,99, Realize 17 ,"4 panels to SCP + Green unit Bomb blast immense boost, Yellow drops as Green 2 turns.", Hypergeometric Brain , Ultra damage to 1 enemy. , Junk Break , Can destroy Junk Panels when in front. , Fever ATK Low Boost , ATK low boost for all units when Fever Gauge is at 75% or more. ,  ,  ,  ,  ,1,1,  , 
1640, Maxwell , Blue ,40,5, Stamina Type , Academic Demon ,3263,1125,1000,6525,2249,1999,80, Great Exposure Flag ,"Convert random panels to 1 Red CBP, 1 Blue CBP, 1 SCP (XL) + Chance Red Bombs (L) drop 1 turn.", Irreversible Negation Entropy , Massive damage to 1 enemy based on own max HP. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1641, Colorful Experimenter Maxwell , Blue ,55,6, Stamina Type , Academic Demon ,5220,1799,1599,9135,3149,2799,99, Special Initial Exposure Flag ,"Convert random panels to 1 Red CBP, 1 Blue CBP, 1 SCP (XL) + Chance Red Bombs (L) drop 1 turn.", Irreversible Supremacy Entropy , Massive damage to 1 enemy based on own max HP + Fixed damage that ignores DEF to all enemies. , Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.","Barrier: 16,000","16,000 HP barrier at start of battle. Barrier does not regenerate once destroyed.",  ,  ,  ,  ,1,1,  , 
1642, Phi , Yellow ,30,5, Technical Type , Human Fantasy ,2145,1543,733,4290,3086,1466,80, Boys' Reception ,"Convert random panels to 5 of each: CP, Yellow Bombs, Yellow Panels.", Gaussian Trickster , High damage to 1 enemy. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1643, AI Attendant Phi , Yellow ,45,6, Technical Type , Human Fantasy ,3432,2469,1173,5721,4114,1955,99, Boys' Celebration SP ,"Convert random panels to 5 of each: CP, Yellow Bombs, Yellow Panels.", Gaussian Trick Master , Massive damage to 1 enemy. , Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.", CP Breaker 6 Recovery ,"When in front, destroy 6 CP in 1 turn to restore 2500 HP once per turn. ",  ,  ,  ,  ,1,30,  , 
1644, Erwin , Red ,30,5, Recovery Type , Human Fantasy ,1895,1064,1675,3790,2127,3350,80, Girls' Sensation ,"Boost Red unit ATK for 1 turn (absorb 20 panels to boost effect) + High boost to Red, Heart rate.", Gaussian Party Star , High damage to 1 enemy based on own REC + High damage to all enemies. ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  , 
1645, AI Processor Erwin , Red ,45,6, Recovery Type , Human Fantasy ,3032,1701,2680,5053,2836,4467,99, Girls' Recreation SP ,"Boost Red unit ATK for 1 turn (absorb 20 panels to boost effect) + High boost to Red, Heart rate.", Gaussian Party Master , Massive damage to 1 enemy based on own REC + Massive damage to all enemies. , Junk Break , Can destroy Junk Panels when in front. , All Floor Fever Boost , Boost Fever Gauge at the beginning of all floors. , Innocent Operetta Damage Boost , Massive boost to power of all of own attacks during Innocent Operetta quest. ,  ,  ,15,60,30, 
1648, Omega Badge [Cabir] , Blue ,200,6, Technical Type , Demon Unidentified ,900,900,900,900,900,900,1, Omega Quest Cleared! , 900 fixed damage to all enemies regardless of DEF. , None , None , Skill Turns Reduced , Reduces Skill Turns by 1 at start of quest. ,  ,  ,  ,  ,  ,  ,1,  ,  , 
1649, Dazzling Romance Freyja , Yellow ,45,6, Technical Type , Animal Deity ,2514,2340,1105,5027,4680,2209,99, Heat from Mardoll ,"Recover 4,000 HP + For 1 turn Yellow unit easy CP spawning (ultra), extra tap.", Vacation! Gullveig , 2-hit Yellow and Blue combo to 1 unit. , Vaccine , Virus ineffective on self. , 2 Tribe C Skill Boost , Own Crash Skill boosted when Animal or Deity enemy unit is present. ,  ,  ,  ,  ,1,30,  , 
1650, Burning Love Freyja , Yellow ,45,6, Technical Type , Animal Deity ,2514,2340,1227,5027,4680,2454,99, Burn from Mardoll ,"Recover 8,000 HP + For 1 turn Yellow unit easy CP spawning (ultra), extra tap.", Vacation! Gullveig , 2-hit Yellow and Blue combo to 1 unit. , Vaccine , Virus ineffective on self. , 2 Tribe C Skill Boost , Own Crash Skill boosted when Animal or Deity enemy unit is present. ,  ,  ,  ,  ,1,30,  , 
1651, Summer Fertility God Freyr , Green ,45,6, Stamina Type , Animal Deity ,3994,1979,1040,7987,3958,2079,99, Sea Sword Lævateinn Lagoon , 1 Green Panel to Magnet (Green/Green) + 12 panels to CP + Boost Green Panel rate 2 turns. , Ocean Praise Song , Massive damage to 1 enemy + Green DEF boost for 2 turns. , Protect Break ,"When in front, ignores Protect and can destroy panels.", CP Breaker (12) Tap Boost ,"When in front, destroy at least 12 Crash Panels in 1 turn for an extra tap.",  ,  ,  ,  ,1,30,  , 
1652, Scorching Hot God Freyr , Green ,45,6, Stamina Type , Animal Deity ,4215,1979,1040,8430,3958,2079,99, Heat Sword Lævateinn Lagoon , 1 Green Panel to Magnet (Green/Green/Green) + 12 panels to CP + Boost Green Panel rate 2 turns. , Ocean Praise Song , Massive damage to 1 enemy + Green DEF boost for 2 turns. , Protect Break ,"When in front, ignores Protect and can destroy panels.", CP Breaker (12) Tap Boost ,"When in front, destroy at least 12 Crash Panels in 1 turn for an extra tap.",  ,  ,  ,  ,1,30,  , 
1654, Shadowy Minister Lucifugus , Blue ,45,6, Balanced Type , Demon Fantasy ,3000,1976,1377,6000,3951,2754,99, Eternal Abyss Chains , Mass. damage to 1 enemy (Recover 10% of damage as HP) + Convert Red to Blue + Drop Red as Blue 1 turn. , Shadowbeast Maelstrom , High damage to 1 enemy (mass. effect on Red unit) + Massive damage to all enemies. , Protect Break ,"When in front, ignores Protect and can destroy panels.",  ,  ,  ,  ,  ,  ,1,  ,  , 
1658, Heat Wave of Love Morse , Green ,55,6, Balanced Type , Academic Unidentified ,3213,2161,1750,6426,4322,3500,99, Daring Summer Love Telegram ,"Hearts to CP + 2 turns Green unit DEF boost (absorb Red, Yellow, Junk), chance Hearts drop as preceeding unit CP.", Tropical Cipher , Ultra damage to 1 enemy. , Vaccine , Virus ineffective on self. , CP Break (15) Green Tap Boost , Destroy at least 15 Crash Panels in 1 turn for 1 extra tap for Green units. , Summer 2017 Quest High Boost , High boost to power of own attacks in Seaside Whistle and Summer Goddess☆ quests. ,  ,  ,1,1,1, 
1659, Magnetic Summer Break Dirac , Red ,55,6, Recovery Type , Academic None ,3080,1838,2314,6160,3676,4627,99, Dirac's Sea Joy ,"Convert 1 panel to Red CBP + Hearts to Red Panels + Chance CP for self, Red Bombs drop for 1 turn.", Clear Sky Spinner Resort SP , Ultra damage to 1 enemy based on own REC + Recover HP. , Junk Break , Can destroy Junk Panels when in front. , HP (70%) REC Boost ,"When HP is below 70%, all units get a 720 REC boost.", Summer 2017 Quest High Boost , High boost to power of own attacks in Seaside Whistle and Summer Goddess☆ quests. ,  ,  ,1,1,1, 
1660, Deep Blue Paradox Hempel , Green ,55,6, Technical Type , Academic Animal ,3535,2593,1418,7069,5186,2835,99, White Crow's Deep Dive ,"Convert 9 non-Green panels to CP + Green to CP + Green ATK boost for 2 turns (absorb Red, Blue for boost).", Sinking Truth  , Immense damage to all enemies + Ultra damage to all enemies. , Protect Break ,"When in front, ignores Protect and can destroy panels.", Green Panel Rate Boost , Boost Green Panel rate when in front. , Summer 2017 Quest High Boost , High boost to power of own attacks in Seaside Whistle and Summer Goddess☆ quests. ,  ,  ,1,1,1, 
1661, Observational Red Tide Hubble , Red ,55,6, Balanced Type , Academic Human ,3325,2314,2007,6650,4627,4013,99, Shift of the Burning Sun ,"Convert center to 3 SCP (L) + Yellow, Blue to Heart Bombs + Boost party DEF/REC by 1200 for 3 turns.", Cosmic Seaside , Ultra damage to 1 enemy. , Junk Break , Can destroy Junk Panels when in front. , Fever Gauge (70%) CP Boost ,"When Fever Gauge is at 70% or lower, 1 less panel required to spawn CP for all units.", Summer 2017 Quest High Boost , High boost to power of own attacks in Seaside Whistle and Summer Goddess☆ quests. ,  ,  ,1,1,1, 
1662, Aquatic Love God Lakshmi , Blue ,50,6, Offense Type , Deity None ,3432,2722,1201,6864,5444,2401,99, Happiness Seashore , Convert 2 rows to CP + Party ATK ultra boost for 2 turns. , Ocean Love Puja ,"Massive damage to 1 enemy, ultra effect on Deity units.", Damage Panel Break ,"When in front, can destroy Damage Panels without taking damage.", HP Recovery Every 4 Turns , Recover 2500 HP when the 1st turn and every 4th turn ends. , Summer 2017 Quest Boost , Boost to power of own attacks in Seaside Whistle and Summer Goddess☆ quests. ,  ,  ,1,1,1, 
1663, Summer Ocean Goddess Izanami , Red ,50,6, Recovery Type , Deity Animal ,2995,1741,2076,5990,3481,4152,99, Ocean Wave Combo , Convert 2 non-Red Panels to SCP (L) and 5 to CP + High boost to existing CP. , Divine Raging Waves Dance , Massive damage to 1 enemy based on own REC + Recover HP for 2 turns. , Vaccine , Virus ineffective on self. , HP (50%) DEF Boost ,"When HP is below 50%, all units get a 300 DEF boost.", Summer 2017 Quest Boost , Boost to power of own attacks in Seaside Whistle and Summer Goddess☆ quests. ,  ,  ,1,1,1, 
1664,"Kenshin Uesugi, Sea Master", Yellow ,50,6, Offense Type , Human Samurai ,2994,2982,706,5988,5964,1412,99, Sunburst Anonymous ,"For 2 turns, Boost Yellow unit ATK (absorb Red, Blue, Junk for boost), chance Red, Blue drop as Yellow.", Bishamon Tubing , Ultra damage to 1 enemy + Boost Fever Gauge. , Vaccine , Virus ineffective on self. , Final Floor Resistance (10%) , 10% resistance against all attribute-based enemy attacks during the final floor. , Summer 2017 Quest Boost , Boost to power of own attacks in Seaside Whistle and Summer Goddess☆ quests. ,  ,  ,1,1,1, 
1665, Summer Warrior Isami Kondo , Green ,50,6, Offense Type , Human Samurai ,3428,2542,583,6855,5083,1165,99, Kotetsu Heat Slash , Convert random panels to 1 SCP (XL) and 1 SCP (L) + Party DEF massive boost for 1 turn. , Limitless Waterflame , Ultra damage to 1 enemy. , Junk Break , Can destroy Junk Panels when in front. , Samurai Skill Turn Reduction , Shortens Samurai unit Skill Turns by 2 when a quest begins. , Summer 2017 Quest Boost , Boost to power of own attacks in Seaside Whistle and Summer Goddess☆ quests. ,  ,  ,1,1,1, 
1666, Bright Splash Percival , Green ,30,5, Offense Type , Human Unidentified ,2503,2004,565,5005,4007,1129,80, Summer☆Magic Tide Bomb , Convert Red Panels to Blue Bombs + Party ATK massive boost for 2 turns. , Super Splash , Massive damage to 1 enemy + Party REC low boost for 1 turn. , Summer 2017 Quest Boost , Boost to power of own attacks in Seaside Whistle and Summer Goddess☆ quests. ,  ,  ,  ,  ,  ,  ,1,  ,  , 
1667, Sunny Wave Sheperd Pan , Red ,30,5, Recovery Type , Animal Fantasy ,1980,1418,1691,3960,2836,3382,80, Summer Dream Diary , Immense boost to an existing CP + Animal and Fantasy unit high DEF boost for 2 turns. , Splash Run , Massive damage to 1 enemy + Low HP recovery. , Summer 2017 Quest Boost , Boost to power of own attacks in Seaside Whistle and Summer Goddess☆ quests. ,  ,  ,  ,  ,  ,  ,1,  ,  , 
1668, Blooming Masterpiece Lupica , Blue ,45,6, Offense Type , Human Unidentified ,3102,2509,987,6204,5017,1974,99, Instant Summertime , Convert up to 9 Green Panels to CP + Hearts to Blue Bombs + Reduce damage from enemies 20% 2 turns. , Festival Memories , Ultra damage to 1 enemy + Boost Blue unit ATK by 100 1 turn. , Protect Break ,"When in front, ignores Protect and can destroy panels.", Fever Gauge (75%) CP Boost ,"When Fever Gauge is at 75% or more, 2 less panels needed for own CP.",  ,  ,  ,  ,1,30,  , 
1669, Fierce Priest Enkidu , Yellow ,53,6, Offense Type , Human Animal ,3547,2961,887,7093,5921,1774,99, Sweltering Night Tear ,"Convert Red, Blue Panels to Yellow + Reduce Animal unit Skill Turns by 2 (except self) + No Blue Panels 2 turns.", Night Prowler , Ultra damage to 1 enemy + Boost Animal unit ATK 1 turn. , Protect Break ,"When in front, ignores Protect and can destroy panels.", Animal CP Drop , Low chance CP drops when Animal unit is in front. , Summer Blast High Damage , High boost to power of all of own attacks in Summer Blast quests. ,  ,  ,1,1,1, 
1670, Summer Moonlight Artemis , Yellow ,53,6, Technical Type , Deity Animal ,3349,2220,1574,6698,4439,3148,99, Seasonal Artemis Scoop! ,"Green to Yellow + Hearts to Red + Drop Green as own CP, Yellow Panels and Bombs 2 turns + Hearts drop as Red 1 turn.", Moon Dance , Ultra damage to 1 enemy + Recover HP. , Vaccine , Virus ineffective on self. , Floor-Based CP Boost ,"At the start of each floor, 6 less panels needed for CP for 1 turn.", Summer Blast High Damage , High boost to power of all of own attacks in Summer Blast quests. ,  ,  ,1,1,1, 
1671, Festival Eyes Yatagarasu , Yellow ,50,6, Balanced Type , Animal None ,3185,2383,1359,6370,4766,2718,99, Tempesta Celata , Up to 17 non-Yellow Panels to Yellow + Easy CP spawning for all units 2 turns (ultra effect). , Corkscrew Assault , Damage 1 enemy 3 times. , Protect Break ,"When in front, ignores Protect and can destroy panels.", Animal ATK Boost , Boost Animal unit ATK by 550. , Summer Blast Damage , Boost to power of all of own attacks in Summer Blast quests. ,  ,  ,1,1,1, 
1672, Lantern Angel Metatron Soul , Green ,50,6, Recovery Type , Deity Mech ,2801,1764,2119,5601,3527,4237,99, Uncountable Lights ,"1 panel to SCP (mass.) + Up to 12 panels (except Green, Hearts) to Hearts + Boost party DEF by 1,000 2 turns.", Soul Beams , Ultra damage to 1 enemy based on own REC + Boost party REC 2 turns. , Vaccine , Virus ineffective on self. , Panel Breaker (20) Recovery ,"When in front, destroy 20 panels or more in a turn to recover HP.", Summer Blast Damage , Boost to power of all of own attacks in Summer Blast quests. ,  ,  ,1,1,1, 
